Sentence,encode_tags
dm gớm chó thiệt chứ,1
nhớ lại thời đi học xa nhà bếp dầu,5
trời_ơi giết hết lũ xúc sinh liên_quan đi lũ giết người hàng_loạt yêu_cầu_thủ_tướng đứng ra chỉ_đạo vụ_việc này cho dân diệt tận gốc nhổ tận rể lũ súc_vật này,0
sẽ gây_sự chú_ý cố_tình xuất_hiện trước mặt nhưng giả_vờ như không quan_tâm,4
nản kèo vãi,5
vẫn là thụ_động làm_sao phải chặn_đứng hiện_tượng rải đinh,4
xuống_cấp những vật_liệu dễ bị cháy chắc có_thể do chập điện hoặc nguyên_nhân gì đó khiến ngọn lửa bắt lên nhanh cộng với gió lớn,4
để được maiz ngắm nhìn nụ cười đó nên quyết_định chỉ crush mà thôi <NUM>,2
thế_là nổi_tiếng sao,6
hình_phạt đó quá nhẹ không có sức_dặn đe_kẻ khác,0
đụ mẹ nghe kể mà đau cổ_họng vãi,3
khiếp ăn_tạp chẳng chết,3
một cái tết nhiều tiền,2
phim này thật_ra hay nhưng không có tính thực_tế không hay bằng truyện,1
sao tao ghét mấy cái tiếng cười của bọn khựa vãi mà video lồn nào cũng nge,1
giáo_viên tiếng anh ở cấp thcs cực_kì chán phát_âm sai bét giao_tiếp tiếng anh thì cứ ừ à,4
nó còn kể với bạn nó bạn nó cũng là bạn mình,1
đụ mẹ tao chửi cho nó sấp_mặt luôn chứ còn gì nữa,0
cầu trời phật cho đại_gia_đình con sức_khỏe,2
do chính_sách quản_lý yếu_kém mới ra vậy đó,1
con đáng yêu quá,2
hồi xưa còn bị vén tà áo_dài nằm lên bàn rồi đánh chứ quỳ thế này có là gì đâu giờ mới thấy cảm_ơn thầy cô vì hồi đó đã như_vậy,2
phim nay và phim triệu_phú ổ_chuột là <NUM> phim của ấn mà mình thích nhất,2
bố mày nghi nghi rồi tắt loa auto sáng_suốt,4
trời cưng chết được,2
dù chỉ là <NUM> cây bông nhưng nó là tất_cả tình_yêu của ông dành cho bà,2
thằng nào phán sai bỏ tiền_túi ra mà đền cho người bị oan sai đừng lấy tiền của nhà_nước,1
chỉ để nhìn cái thôi,2
thôi không tranh_luận với các ông thế đi đường gặp thằng nào đỗ_thế này cả nửa ngày mà tắc đường và gọi nó không được các ông đừng há mồm ra đụ mẹ nó nhé vì nó đúng mà,0
<NUM> thằng chúng_mày lại không làm gì được ư,6
chai này mới ghi được nhìu chữ không,2
không biết mình có được may_mắn như_cụ bà này không,4
mũ sơ_sài mà hiệu_quả vãi,6
nghe đồn mày yêu mèo mà sao mày không đáng yêu,1
đcm ác_mộng,3
gặp tao chắc tao đái trong vần,3
mấy thằng súc_vật,1
cáu vãi,0
bảo sao tao cứ muốn nghỉ_việc lm với cái tao sờ choét lắm,4
` vậy là đủ tuổi ngồi_tù rồi nhỉ ` mặt anh rất tỉnh và đẹp zai,2
giống chó này tên là gì vậy các bác,4
làm_bộ_mặt ngầu cho thằng thỏ để_ý mà thằng này láo ăn thiệt đéo cho mình ăn ké quê thiệt là quê luôn,5
tao thấy dễ_thương màa,2
cách người_ta phản_ứng cũng văn_minh ghê,2
cảm thấy tội_lỗi quá từ nay không chụp nữa thiệt luôn,5
em mà biết nó vô văn_hóa thế_thì em cũng làm cách này luôn cho nó nhanh ah,1
hồi lớp <NUM> tao quên nhãn_vở mỹ_thuật sợ đánh quá ngồi khóc tè le,4
cảm_ơn các anh tình_nguyện_viên,2
thật tuyệt_vời,2
<NUM> thằng ngốc xem ý_nghĩa lắm,2
dễ_thương quá,2
thì đi ra chỗ khác viết đụ_mẹ coi mà tao tức á,0
bà ngoại của em đáng yêu hơn thế này nhiều,2
đem hủy mẹ đi đấu_giá cái quần què gì xong thằng mua lại nó hứng nó cho cả thế_giới dính vr cmnl,0
đã sợ rồi cố_gắng hí mắt để xa ra để coi như thế_nào khúc cuối hết_hồn dục luôn cái điện_thoại,3
tao thấy cảm_động vãi,2
cũng sợ mấy con ngoe_nguẩy như giòi,3
đáng_lẽ bệnh của tao đã không nặng đến thế,5
đẹp khó tin quá,6
xấu mà đáng yêuc quá,2
tao xem cái này từ lâu_lâu_lâu rồi cơ đéo bất_ngờ gì cạ,4
duới miền tây là kiến_vàng sao ngoài ấy lại dùng kiến_đen nhỉ,6
xưa dữ luôn,6
con_cái có hư_hỏng thì cha_mẹ phải dạy_dỗ chứ cái loại thờ_ơ khi con mình hư_hỏng thế này thì đúng là dột từ nóc rồi,1
mê trai hơn bạn có thật,2
má toàn truyện trong mơ không hà mắc cười quá,2
khóc quá trời rủ họp lớp đéo thấy đâu,1
phim ấn thì của lão amir khan là hay vol,2
cha quay_phim cũng không phải dạng vừa mẹ diễn_viên thần_thái vãi,2
ơ thế hoá_ra tao không bị ngu một_mình,5
động_lực là lo được cho gdinh tự_chủ bản_thân,2
nhìn nữa sao hỏng yêu đi cho doi vui_vẻ,2
trời_đất 580k không tiếc thì tiếc gì trời người_ta làm_ăn đàng_hoàng hứa hươu hứa vượn là người_lớn mà làm_trò mất_nết_vậy trời,1
cảm_ơn bạn vì đã chia_sẻ cũng như đã luôn sáng_suốt để không làm gì sai,2
rất dũng_cảm đáng yêu quá,2
nhà tao còn nè,2
dễ_thương quá hà,2
như mọi năm thôi mưa_gió rét_mướt bây_giờ mót ỉa là chỉ có thánh mới giúp được,1
đọan con chó tao cười đau bụng,2
đó cũng là giải_pháp hay để lừa một thèn ngu,2
tao lại sợ_ngôn tình quá cơ,3
ít bữa dẫn mày xem cái này,4
lên báo sớm thôi nhỉ,4
tỏ_tình cho nó biết thôi chứ yêu_đương gì tầm này,1
cầu_mong những công_ơn sinh thành luôn mạnh_khỏe,2
cái miệng nó nhanh hơn cái não,1
thành_phố tao nhiều người còn dân_trí thấp là sao bố con dở_người,1
giống súp_lơ của bạn mình,4
không có con gì ác bằng con_người các con bé như thế_mà nó không tha,3
chi_phí kiểm_toán và thuê người tổ_chức hòa giải chia_chác thôi,4
thêm cả trò mắt mèo khốn_nạn nữa,0
ăn_ở cái gì huhu,5
nhiều lúc ngáo ngáo thoải_mái đến mức người_yêu cũng đéo bằng nó và đến khi nó thổ_lộ tình_cảm thì tao đéo tin vậy,2
vẫn bình_thường chán làm_khách_sạn nhọc nhục hơn xoạc nhau nước_nôi máu_me be_bét ra kinh chết mẹ,1
đúng là khốn_nạn mà,0
ôi hạnh_phúc quá,2
hồi học đại_học điện hỏi xin tiền bố bố ra ngân_hàng gửi tiền rồi điện em hỏi stk rồi hỏi ` tên mày là gì `,5
đúng biết là sự_thật tàn_nhẫn nhưng vẫn muốn biết rõ cho nhẹ lòng hơn,5
mấy kiếp tu_luyện mà có <NUM> triệu thôi à,6
đau còn hơn tỏ_tình bị từ_chối,5
dễ_thương vãi,2
bố mày đã sợ nhện rồi xem cái video này vãi đái,3
bà xinh thật_sự,2
đây là hội à mày làm tao phải lên g tra sao lại đông người thế,6
lại khoe có người_yêu _,4
đừng trao duyên cho tao khi chưa biết rõ tao,1
chưa có cơ_hội nói cảm_ơn và xin_lỗi vì chúng_ta xứng_đáng được bình_yên,5
đáng nhẽ nên làm_việc này từ sớm chứ hàn_quốc họ làm từ lâu rồi ạ,4
quá bản_lĩnh luôn người đáng nể tiếc là anh ấy sắp bị tử_hình rồi,5
không biết_mấy ba mấy mẹ chơi bửa đó có xem được bài viết này không có ai lên incon phẫn_nộ thì hiểu rồi ha,1
góp_phần xây_dựng đất_nước chứ gì không đóng nhiếu rứa,2
đm hồi đó nhà có nuôi bốn con bữa đang ngồi chơi nặn đất_sét nó chạy cả lũ tới thật_sự là tao không biết con đéo nào nhma có một con trong đó kéo áo phía sau lưng tao lên rồi cả lũ cắn lưng tao đụ mẹ nó thốn vãi luôn thề,0
cải ngu lắm chưa ai ngu như cải tao thì không yêu đi yêu đứa vừa béo vừa lắm lông,1
toàn lũ đầu trâu mặt ngựa,1
làm tao liên_tưởng đển phượng_hoàng cổ trấn,2
cố_gắng đi gần người_ta <NUM> xíu rồi lướt qua nhau như <NUM> cơn gió,4
chơi vậy ai chơi,1
thì tốt nhỉ quá đỉnh luôn nhưng không biết được trọng_dụng không nữa buồn quá,5
đồ điên,0
tự_nhiên muốn có con đụ mẹ,2
cảm_động người thầy đưa học_sinh đi làm hồ_sơ,2
đúng là lợi_ích kinh_tế lâu_dài,4
thái_bình nắng to rồi,4
nói như việt_nam nhưng hơi láo cá chắc thầy của ônc cũng như ông,1
lò xô xài bằng dầu_lửa con gọi là dầu thôi,4
đi đường buổi đêm nhìn thấy hãi vãi,3
nặng_tay cho chừa cái tật hại người,1
ngàn cân_treo sợi tóc nhỉ csong mong_manh quá,5
không <NUM> từ nào để diễn_tả bộ phim này,2
nhỏ thấy qua <NUM> lần nó bị cột ngay trước cửa_nhà người_ta ở trong hẻm mỗi lần đi ngang qua là nó lại định lao tới cà_khịa,3
cười ị vậy,2
bởi_vì gặp nhau sai thời_điểm nên tôi mất người mãi_mãi,5
gia_đình thì không còn tình_yêu thì chưa có gì chắc_chắn,5
chỉ cần bạn dùng tình_yêu_thương sự chân_thành của mình đối_với nó thì không gì là không_thể,4
disme tao chưa thấy con_họa mi nào hót dở như con này luôn á,1
muốn em vui_vẻ đơn_giản lắm chỉ cần bao ăn bao xem phim tuần <NUM> lần thôi hỡi các đồng_nghiệp ơi,2
hay ý_nghĩa sâu_sắc,2
trẻ trâu quá đông và nguy_hiểm,1
chắc_chắn là vị mặn của mồ_hôi,4
mày uống trà sữa thôi đéo ăn gì nữa,4
tất_cả cùng không tính điểm thế_là xong vậy,4
nó cũng làm thế với bao người khác đấy,4
quay vào ô mất lượt,5
mình đã xem rất nhiều video như này rồi nên thấy cũng bình_thường,4
sợ nhất mấy đứa ảo_tưởng sức_mạnh nhắn_tin nhiều chút là auto mình thích nó,3
chắc từ giờ tao đéo giám_ho nữa quá,3
đm mưa đâu đéo thấy nóng vãi,1
không cho anh đi tập đâu nha mất bồ như_chơi,3
đối_với thế_giới này bà lão chỉ là một ai đó nhưng đối_với ông lão đó bà lão là cả thế_giới,2
haha nhiều tiền quá mang đây tao tiêu hộ cho đóng thuế <NUM> củ phí quá,4
trời đụ tội bé,5
có lưu_luyến thì lưu_luyến người mình thích chứ lưu_luyến gì cái trường đấy,1
đụ_mẹ tục cuối tuần về ra nha,1
nốt hôm_nay thui thui không ngĩ đến và bắt_đầu_từ_bỏ <NUM> thói_quen,5
ui xinh gái thế,2
chạy 20tr là vào biên_chế ngay thực_trạng chung cần gì có chuyên_môn hay không,1
vì đồng_tiền mà chúng_mày giết bao_nhiêu gia_đình chúng_mày ăn những đồng_tiền đấy mà chúng_mày cũng nuốt trôi được à bọn khốn_nạn,0
cảm_ơn các anh_chị báo_chí phóng_viên đã đưa tin mong cơ_quan_chức_năng hãy làm thật nghiêm thật mạnh_tay vụ này đến khổ mấy đứa nhỏ mưa rét thế này càng nghĩ càng tức,0
c trai như thế_nào tuyệt_chủng rồi,5
ngóng cuộc đấu_tranh công_nghệ này tq đồng_lòng ghê nhỉ,5
nước mình chả í thức gì cả xả rác bừa_bãi để trôi rác đầy đường thể này thật buồn,5
nhờn,1
năm nay mua cân na về nhà_ăn dần tối ra đường xem chúng_nó dẫn vợ thằng khác đi chơi kaka,2
tiền bồi_thường lấy ở đâu cứ làm bừa làm ẩu rồi lấy tiền của dân mà đền đề_nghị sửa lại nếu ai làm sai thì bỏ tiền_túi ra mà đền,1
điềm báo gì đây,3
siêu phẩm để đời,2
tao phải công_nhận là nó giỏi vãi từ đứa diễn đến đứa quay và edit video giỏi vãi,2
trai hay gái thì vẫn thấy tữn như_thường không,2
động_lực cho tôi tiếp_tục,4
thôi bảo em_gái xuống ngủ với mẹ đi còn em percó sợ ma không thì ngủ với anh hehe,2
đã nuôi thì nên chăm_sóc bé cẩn_thận,4
quê vải mà chưa được ăn quả nào huhu,5
mới_đây thôi mà đa <NUM> năm rồi những ngày chia_tay buồn đó,5
ý_thức đéo gì đâu từ già đến trẻ luôn,1
tao cũng vậy mấy cái thiệp chúc noel thời cấp <NUM> trẻ trâu của lũ bạn vẫn còn nguyên_xi,4
haha đặt bánh thì đặt thành cặp nhé haha,2
thể_loại này next sớm đi em,1
làm chung với con_mẹ ngáo là phải chuyển đi liền ngọc kiều dung,1
ta nguyện nằm im,4
thôi nhà đang yên_ổn,4
chưa học cách kiếm tiền đã học thói đi lừa tiền thua,1
tao tin crush của tao không bị_thịt vì tao đéo crush ai cả,2
con_mẹ kia có vấn_đề về thần_kinh không cần biết ai đúng ai sai nhưng đéo lịch_sự thì đã đéo có tư_cách nói_chuyện rồi con bà kia xem được video chắc buồn làm,1
ai chưa xem thì nên xem <NUM> lần đi đảm_bảo không phí 3h đồng_hồ của các bạn,2
chơi cái kiểu này nè,2
đéo mẹ nhìn nổi da_gà,1
đó là một câu_chuyện buồn,5
cười trước nỗi đau của người khác,4
có ai biết <NUM> người này không ạ,4
coi đoạn con chó chết cười luôn em,2
chủ_tịch lén_lút dùng đồ của vợ làm vlog và cái kết,4
chúc_mừng anh chúc anh may_mắn cố lên,2
phê thật cái tai nó đang thâm đen xì lấy ra hết lại trắng hồng luôn,2
do cái áo mặc giống nhau làm đíu gì,0
tội còn nặng hơn cả khẩu nghiệp nữa,1
hồi xưa anh hay bị chửi trẻ trâu này_nọ giờ anh là tổng_giám_đốc rồi,2
nv thu nhâ ̣ p cao thi ̀ hu ́ tao ma ́ u ngươ ̀ i dân phi_́ cao hơn hê ́ tao,1
người tài như_vậy lại không được sử_dụng đúng mục_đích quá buồn,5
một câu_chuyện cổ_tích xiaolon đầy tính nhân_văn,1
còn chả có ai nói_chuyện thân_thiết quan_tâm đến tôi,5
đoạn phỏng_vấn + xin đi chụp hình + cạo râu lão là hay nhất theo mình,2
coi thôi cũng đủ nghiện rồi,2
năm nào cũng phải ở nhà trông nhà,5
idol có skil mới chất quá <NUM> cú đánh mông thôi mà đối_thủ bay sấp_mặt luôn_luôn,2
hy_vọng cơ_quan điều_tra làm rõ được danh_tính người phụ_nữ chỉ vì cái miệng mà làm tan_nát cả <NUM> gia_đình,1
tấu hài cực mạnh,1
con đĩ mất dại trời_đánh tránh bữa ăn nha con ml,0
cười xĩu,2
mẹ nó chứ xem xong mình khóc hết cả nước_mắt,5
có tiền chưa mà đòi,1
một hình_ảnh hay nhưng một loại âm_thanh rất chối tai câu_đầu_tiên đã chửi thể và tiếp_theo cũng vậy rất vô văn_hóa,1
mình chụp mấy lần liền chả thấy bác_sĩ cho mặc lớp áo gì cả,5
thề đi_ngoài đường giờ nhiều người_lớn cứ nghĩ mình mình già rồi thích đi như nào thì đi xong quay sang chửi bọn thanh_niên là đi_đứng mất_dạy này_nọ chán mang_tiếng người_lớn mà cư_xử chán đcđ,1
trường gửi điểm về và mẹ cũng điện chửi,5
ngày_nay bã đã thay cho thính,4
thế sao tao hát tệ thế này,4
còn đồng_nghiệp hãm lờ thì,1
nếu nói chị thảo tham thì chưa thoả_đáng vì ngay cả con chị cũng được niêm_yết định_giá để chia_chác ý_kiến cá_nhân mình chỉ chia phần của chị và phần của những người con sẽ được nhận vào <NUM> tuổi,1
chỉ cần <NUM> cây hoa nói lên tất_cả hi,2
ngày_xưa đi học văn và toán chắc noa dưới trung_bình hết,1
tao lên facebok không phải để coi mấy cái thứ này,1
dễ_thương quá à,2
làm_khách đi qua_lại mắc mệt lun,5
trả lại tuổi_thơ cho tao,4
để con_mẹ mày tiếng bình_thường nghe cho dễ lại còn làm đéo đéo,0
chỗ tao cũng có cây tình_yêu <NUM>,2
ngày nào cũng bị tụi siêu_thị hành không dưới <NUM> lần,4
qua câu_chuyện này mong mọi người đừng có cái nhìn ác_cảm về các anh csgt về việc hay núp lùm bắt xe nữa mà còn nghệ_thuật ăn_nói kể chuyện xạolin đẳng_cấp,1
việc nhỏ như vậy_mà hai con này hàng sử thiếu văn_hóa quá quá,1
thỉnh_thoảng lại xem_lại phim này quá hay và ý_nghĩa,2
lúc đầu tưởng con ma nó đi tẩy_trang xong hiện nguyên_hình đếu phải ma mà là con quỷ cái,1
<NUM> đg thẳng mãi_mãi song_song không bao_giờ cắt nhau hix hix,5
mai chơi trò hứng nước mà nóng quá chắc chơi vầy luôn,4
chơi với con_trai riết nên giờ đéo có người_yêu nổi vì tính_tình không khác gì con_trai,5
đm chơi mất_dạy vãi tưởng khúc cuối là gì đụ mẹ làm giật_mình,3
các bạn trẻ thấy cái gì cũng có_mặt giờ trái_đất có thử_thách nhặt rác có vứt rác bừa_bãi có toàn thấy các trẻ trâu tham_gia,1
chạy ngay đi sợ quá,3
tao không lấy chồng nữa ở nhà nấu cơm cho mẹ tao sợ lắm,3
bữa tao coi cái video này nhưng nó ghép nhạc bựa vãi mỗi lần mỗi anh té là first blod double kil các kiểu,2
chính_xác chỉ cần đồng_nghiệp tốt thì mọi ngày đi làm đều vui,2
đơn_giản nha cơm này ngon hơn cơm điện nhiều không tin thì cứ thử,2
làm_công thì chấp_nhận chỉ trách khách không ý_tứ chứ quyền gì cấm nó đem mấy cái này vào có trách thì trách bản_thân không có khả_năng làm_việc khác ngoài làm nhân_viên vệ_sinh,1
anh tập gym cho to để như thế_nào ư,6
nhìn cái đống lúa phơi mưa ướt nhẹp ma ghép cười được,4
đã sáng_suốt hơn năm_ngoái nhiều ka ka,2
vậy nếu mình lên_cơn điên và giết người khác thì nỗi đau gấp_bội phải không,0
lòng_đường là để giao_thông chứ để nhà các bác đỗ xe à,0
mình không áo_mưa rồi,5
giọng không nhìn màn_hình tao tưởng là ông bà_già nào trên <NUM> tuổi đang nói á,4
nhưng nói thì cứ bảo hay than_thở,5
xiaolin không có gì vui chúng_ta không nên xiaolin,1
còn tao mỗi lần cắt tóc là y_như_rằng nó tệ vãi,5
được đỡ tốn <NUM> nghìn,2
replay chục lần đoạn cuối phê quá,2
đáng yêu quá tình_yêu ông_bà thật đẹp,2
đứng_tim luôn,3
vì bạn chỉ là con_trai nắng hoặc em_gái mưa thô,5
đau nếu còn nghĩ về nhau thì hãy quay về bên nhau,5
nhấp mẹ miếng da chính giữa <NUM> lỗ rồi lấy muỗng múc là xong,4
tư_cách của người hành_nghề,4
đéo bít sợ là gì đến lúc chết lại đổ cho tại số,1
chỉ mong thương nhau đến đầu bạc răng long vậy là đủ,2
khi gặp được người đem lại cảm_giác bình_yên mà từ trước đến giờ chưa từng có,4
bên đó cậu sao rồi có hay cười nữa không,4
con_gái ăn_nói kiểu gì vậy trời mình rất ghét con_gái nói_tục chữi thề,1
suốt ngày sân si chia bè_phái bốc phốt nhau mà khi nghe chia lớp theo tn xh lại bảo buồn,1
thú_vui mới thay_vì chọc chó thì ghẹo ngỗng cho nó dí,2
có_lẽ vậy là tốt nhất,5
tận_cùng của nỗi đau,5
chị dâu thì vãi rồi,1
nhờ mất bạn nên mình mới biết,2
con quan rồi lại thành quan chỉ dân mãi là kẻ bần_hàn,4
kinh_khủng,3
cưng quá mà,2
xiên chết cụ nó đi,0
khi nào nha anh sẽ lắp hả,4
cưng vãi ấy,2
lớp chúng_mình rất rất vui anh_em ta chan hòa tình thân,2
tinh_trùng của người_ngoài hành_tinh thật đáng sợ,3
tội em vợ thế,5
ơ hoá_ra là em à lâu quá không gặp,6
không nên nhé các cụ hãy cho họ <NUM> cơ_hội hãy nhìn sự_việc từ nhiều khía_cạnh khác nhau,4
bắt ve cho nó đi trông khổ quá,5
hic nhiều khi thấy bả ngu thiệc chứ kp đùa,1
rất chuẩn hãy sống làm người cơn luôn_luôn co hiểu thảo với cha_mẹ của mình nhé moi người ơi,2
sao không ghé quán rồi nhờ người_nhà cầm nón qua cho tự làm_khó mình vậy,4
con xe thần_thánh chạy hơn <NUM> năm chưa nát,2
có người_yêu thì vẫn ăn bánh trung_thu nhé bánh trung_thu là thứ tồn_tại duy_nhất có em hay không không quan_trọng,4
đã từng hix,5
chắc là năm lớp <NUM> <NUM> gì đó tao mua bánh kẹo đem vô lớp bán_lẻ lại mỗi lần đem bán như_vậy chắc cũng kiếm được lãi <NUM> 30k,2
có cái con cặc chúng_mày chỉ diễn thôi đúng không đụ mẹ chỉ diễn thôi ',1
nháy_mắt cũng đáng yêu không,2
nghĩ cũng tội mà thôi cũng kệ,4
trẻ trâu chấp nó làm gì,1
bắc sơn lạng sơn đang cháy khô rồi mưa cái gì chứ,4
chị ơi còn học được cả tiếng anh nữa luôn này vậy hịn quá,2
cổ_nhân có câu thương cho roi cho vọt ghét cho ngọt cho bùi muốn con trở_thành người tốt nhưng gv nghiêm_khắc thì lại phản_đối thật không_thể hiểu nổi,0
biết nấu cơm bếp củi từ lớp 2_3 gì đó,2
dạ đây là chị gái em nha không phải chồng đâu ạ người trong hình là em huhu,5
giỏi thật chứ đùa biểu_cảm gần như <NUM> chuẩn mẹ rồi thằng quay và edit cũng ghê luôn nhảy cũng tốt ra phét chứ ác thật,2
không cẩn_thận phát là ngậm bả như_chơi,3
có thịt bò nướng là ngon rồi bày_đặt kiến đốt,1
không có sức hút thì tao vẫn cắt mùa hè để tóc dài nóng thấy mẹ,4
bạn có phải óc chó không chắc bạn không trả_lời được đâu nhỉ óc chó mà,1
móng tay dài như_vậy thì làm gì để sống phục_vụ bản_thân cũng khó_khăn uổng_phí hết tuổi_trẻ một đời người để nuôi một bộ móng thay vào đó làm_việc gì có_ích cho bản_thân gia_đình và xã_hội đời người ngắn_ngủi nên trân_trọng thời_gian quý_báu của mình,1
chỉ ăn <NUM> miếng thịt mà phải đốt chết thêm nhiều sinh_mạng bé_nhỏ nữa hả,6
có đứa nào nấu cơm rồi nấu luôn cái bếp như tao không,4
đếu thể đỡ được ` tiền mừng tiền mừng ` hahaha,2
hãm lol nhưng thật lòng chứ còn hơn cứ tỏ ra trưởng_thành mà bên trong thì như đồ bỏ đi,1
nghe có vẻ hợp_lí nhỉ,4
ngoài_ra thì nó còn bị mang_tiếng là thả thính cả xã_hội nữa,4
từ nhỏ đến lớn chỉ nghe được câu mày béo thế mày nên giảm cân đi chứ không ai nói rằng mày gầy lắm ăn nhiều lên,1
cơ_mà tao bị thần_kinh thật,5
kiện chết mẹ mấy con súc_vật đó đi,0
sắm về hỏi mấy thứ vậy,4
cứ bảo ngon lắm với chả ngon vừa không biết_nghĩ trước khi ăn à,1
con này là con lợn hay con gấu hay con ong_vậy,4
tại mình thử hết rồi nên cậu nói thế_thì mình bình_luận thôi,4
thề cứ <NUM> lần trượt là tao cười to hơn,2
mặt_nạ chứ không phải mặt lạ nhé ngọng thế_mà cũng lấy được vợ,1
nhờ mất bạn nên mình mới biết,2
thứ ba mẹ cho con và con nhận thấy đó là sự đức_hạnh tấm lòng cao_cả cam on ba mẹ rất nhìu,2
nhìn mặt thấy hãm buồi rồi,1
hãy nên trân_trọng những người bạn như_vậy,2
nhớ bộ phim thằng gù nhà_thờ đức bà không,4
bây_giờ nhìn vào cứ kiện_tụng mà nãn,5
thiết_kế tinh_tế quá,6
tớ cũng muốn có mối tình như_vậy,5
một bộ phim quá suất sắc,2
suốt ngày bị chửi,0
mình không hiểu tại_sao nó không bị phóng_điện chết nhỉ,6
vì tao hay bị chúng_nó chọc nên thấy buồn,5
một bình_luận của người trong cuộc đọc xong thấy ấm lòng cho,2
chó nhà tao mới đi lạc <NUM> hôm thôi mà quên mẹ hết chủ rồi vậy,1
có hình_ảnh rõ_ràng kiện chúng_nó tội quấy_rối đi mịe cái lũ khốn_kiếp hay_ho lắm cái_trò dơ_bẩn,0
nhà nó giàu vãi,6
quả_lừa con chó ngoài bờ_rào,4
wow đỉnh quá,6
ước gì tao thất_tình cũng được giống như mày,4
cái kết thật bất_ngờ không_thể đoán được vậy,6
nhìn mặt cưng gê,2
là đứa quay video,4
cái lò xô ngày_xưa ma,4
một chuyến du_lịch vui_vẻ,4
hành_động nhỏ vậy thôi_thì cũng ấm lòng rồi nói thôi cũng vui rồi,2
chúng_ta những tháng_ngày sau đó vẫn gặp nhau vẫn nói_chuyện nhưng không phải những cô cậu của hồi c3 nữa chúng_ta đều khác,5
bé gái đáng yêuc quá dễ_thương nữa,2
cho khỏi đá ở việt_nam gì mà căng,1
hình_thức này là chúng_nó đang huỷ_hoại mầm_mống tương_lai của đất_nước đấy,1
trông tội quá,5
hai con ma_đấu đầu con mũ đen ăn toàn cứt nên đanh hơn,4
nó mừng kiểu nhảy vồ lên dơ đồ thôi chứ dòng này gặp ai cũng mừng,4
ghét ghê_bây,0
học chán phèo chả có gì đáng nhớ,5
tao cảnh_cáo page mà đăng mấy video_kiểu ngôn lù thế này tao unlike trả trả cụ lầy trả anh thai cho tao,0
chắc làm theo yêu_cầu,4
coi <NUM> lần mà vẫn cười phim hay nhân_vật dễ_thương,2
sự thích thể_hiện của các bạn mà bóng_đá tốn một món tiền không nhỏ,5
mất nhân_tính tiền không phải tất_cả nhưng làm tất_cả vì tiền,1
thớt là gu của tôi yêu quá hiuhiu,2
muộn rồi,5
thề lun anh ấy rất kĩ_thuật lun á,2
có sub rồi nè má coi đi coi lại vẫn mắc cười với đưa anh stk đi,2
bt mà tao vẫn lạng_lách ở đây suốt,2
chỉ mong có người đến cuối đời vẫn yêu mình như ngày đầu_tiên,2
anh thíck kiểu tra_tấn hằng ngày,2
tuổi_thơ với nó đấy,4
vợ_chồng nhà này mặc quần_áo ngủ đôi à,6
buồn_cười nhất cái đoạn cã lũ bạn đồng_thanh chó nó lấy,2
đúng rồi còn quay quay lớ nga lớ_ngớ xuống trách người_ta có phải bãi xe tự_phát đâu mà người_ta dám làm láo,0
dăm_ba cái yêu_đương vớ_vẩn,1
ủa tao đang coi cái gì vậy,4
tàn_nhang là xác_định nhá,4
sao toàn gặp hãm không àh gần nhất là thằng âm_binh_nhất,1
phe áo vàng thích điều này,4
có khi giờ tỉnh rồi đéo dám xuống nữa,4
lại đến giờ giải_trí rồi mềnh ơi,2
vừa xung_điện_tim xong ra ngoài bác_sĩ lắc_đầu cả nhà tao đưa bác_sĩ vô nằm kế tao,4
thói ích_kỷ,1
thứ học_sinh mất_dạy,1
má tự_dưng bị đánh vào đầu,0
mong ông_bà nhiều sức_khoẻ đáng yêu thực_sự,2
nhìn gai vãi,1
đọc thôi cũng mệt,1
có những ngày mọi thứ nó bỗng ập đến,5
thề cười cơ_mà tao nghĩ nó cũng đéo ổn tí nào đâu,1
chỉ khổ các con thôi sao người_ta lại có_thể mất nhân_tính như_vậy,5
cute vậy,2
thế rồi cha lái_xe có giả tiền không các bác,4
nàng ấy chả yêu ta gì cả,5
<NUM> năm không biết_bao_nhiêu lần x quang,5
thôi xong tao rồi,3
chỉ cần nhìn họ thì đã thấy tim đập mạnh rồi,2
phú thọ tởm quá,1
smart phone thành cục gạch là có thật luôn hả,6
<NUM> idiots bộ phim rất đáng xem,2
nói gì thì tụi bây cũng không tin đâu,5
nhà mình cũng có nè,4
bây_giờ lại chơi trò đánh tư_sản mại_bản như ngày_xưa đi nhể,4
anh đánh mất thật rồi,5
đậu_xanh tao giỡn mặt với mày hả,0
những cái đáng làm không làm những cái không đáng làm thì làm cho tới,1
hình_như sau bos bị chết ạ,5
xong tao đưa mày uống nha,4
may mà không mua laptop này không thì ăn lìn lâu rồi,2
nếu chịu_khó đặt vào hoàn_cảnh của nhau mà sống thì mọi chuyện đã đơn_giản hơn rồi,5
đéo đùa,0
nhìn hình_vẽ khẩu_trang lại tưởng <NUM> con mắt,4
có đứa nào đéo giật_mình như tao không,2
băng băng cái lol chưa đóng vào mặt nhau là may rồi,0
ôi mệt quá một ngày buồn_tẻ,5
bố đi đường mà sợ quá,3
bác_sĩ mất_dạy,0
dis giật hết cả mình,3
có_lẽ vì_vậy nên moi thứ trở_nên thật khó_khăn lúc này,5
bà đã được sống <NUM> kiếp người hạnh_phúc mấy ai có được điều đó ngưỡng_mộ tình_yêu ông dành cho bà,2
